    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -1.000000e+002  1.000000e+000  1.000000e+000
  101    1    1    1 x         h         Mat  Lay      Beta           Axz            Bxz            Dxz            Temp          Conc           SConc
    1  0.000000e+000 -1.000000e+002    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    2 -1.000000e+000 -1.000000e+002    1    1  9.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    3 -2.000000e+000 -1.000000e+002    1    1  9.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    4 -3.000000e+000 -1.000000e+002    1    1  9.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    5 -4.000000e+000 -1.000000e+002    1    1  9.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    6 -5.000000e+000 -1.000000e+002    1    1  9.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    7 -6.000000e+000 -1.000000e+002    1    1  9.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    8 -7.000000e+000 -1.000000e+002    1    1  9.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
    9 -8.000000e+000 -1.000000e+002    1    1  9.200000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   10 -9.000000e+000 -1.000000e+002    1    1  9.100000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   11 -1.000000e+001 -1.000000e+002    1    1  9.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   12 -1.100000e+001 -1.000000e+002    1    1  8.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   13 -1.200000e+001 -1.000000e+002    1    1  8.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   14 -1.300000e+001 -1.000000e+002    1    1  8.700000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   15 -1.400000e+001 -1.000000e+002    1    1  8.600000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   16 -1.500000e+001 -1.000000e+002    1    1  8.500000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   17 -1.600000e+001 -1.000000e+002    1    1  8.400000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   18 -1.700000e+001 -1.000000e+002    1    1  8.300000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   19 -1.800000e+001 -1.000000e+002    1    1  8.200000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   20 -1.900000e+001 -1.000000e+002    1    1  8.100000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   21 -2.000000e+001 -1.000000e+002    1    1  8.000000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   22 -2.100000e+001 -1.000000e+002    1    1  7.900000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
   23 -2.200000e+001 -1.000000e+002    1    1  7.800000e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  0.000000e+000
