 ******* Program HYDRUS
 ******* 
 Test example for Onestep outflow method                                 
 Date:   6. 6.    Time:   9:59:59
 Units: L = cm   , T = hours, M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.5592  0.00000E+00  0.00000E+00 -0.61467E-07  0.00000E+00 -0.17636E+00  0.00000E+00  0.00000E+00 -0.14753E-07  0.00000E+00 -0.44655E+00 -0.13647E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.16600E+01  0.00000E+00  0.57006E-07     78  0.00000E+00      0.000
       0.6382  0.00000E+00  0.00000E+00 -0.12666E-06  0.00000E+00 -0.15249E+00  0.00000E+00  0.00000E+00 -0.24754E-07  0.00000E+00 -0.45859E+00 -0.14753E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.16480E+01  0.00000E+00  0.57006E-07     79  0.00000E+00      0.000
       0.7369  0.00000E+00  0.00000E+00  0.41910E-08  0.00000E+00 -0.13037E+00  0.00000E+00  0.00000E+00 -0.24340E-07  0.00000E+00 -0.47146E+00 -0.16098E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.16351E+01  0.00000E+00  0.57420E-07     80  0.00000E+00      0.000
       0.8849  0.00000E+00  0.00000E+00 -0.88010E-07  0.00000E+00 -0.10652E+00  0.00000E+00  0.00000E+00 -0.37371E-07  0.00000E+00 -0.48723E+00 -0.17921E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.16193E+01  0.00000E+00  0.57420E-07     81  0.00000E+00      0.000
       1.0330  0.00000E+00  0.00000E+00  0.17462E-07  0.00000E+00 -0.89265E-01  0.00000E+00  0.00000E+00 -0.34785E-07  0.00000E+00 -0.50044E+00 -0.19646E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.16061E+01  0.00000E+00  0.60005E-07     82  0.00000E+00      0.000
       1.2047  0.00000E+00  0.00000E+00  0.62049E-07  0.00000E+00 -0.74515E-01  0.00000E+00  0.00000E+00 -0.24131E-07  0.00000E+00 -0.51324E+00 -0.21575E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15933E+01  0.00000E+00  0.70659E-07     83  0.00000E+00      0.000
       1.4255  0.00000E+00  0.00000E+00 -0.21653E-07  0.00000E+00 -0.61219E-01  0.00000E+00  0.00000E+00 -0.28912E-07  0.00000E+00 -0.52675E+00 -0.23843E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15798E+01  0.00000E+00  0.70659E-07     84  0.00000E+00      0.000
       1.6904  0.00000E+00  0.00000E+00  0.10710E-07  0.00000E+00 -0.49939E-01  0.00000E+00  0.00000E+00 -0.26074E-07  0.00000E+00 -0.53998E+00 -0.26369E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15666E+01  0.00000E+00  0.73496E-07     85  0.00000E+00      0.000
       2.0436  0.00000E+00  0.00000E+00 -0.66939E-08  0.00000E+00 -0.39707E-01  0.00000E+00  0.00000E+00 -0.28439E-07  0.00000E+00 -0.55401E+00 -0.29521E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15525E+01  0.00000E+00  0.73496E-07     86  0.00000E+00      0.000
       2.7500  0.00000E+00  0.00000E+00  0.28522E-08  0.00000E+00 -0.27882E-01  0.00000E+00  0.00000E+00 -0.26424E-07  0.00000E+00 -0.57370E+00 -0.34793E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15328E+01  0.00000E+00  0.75511E-07     87  0.00000E+00      0.000
       3.1945  0.00000E+00  0.00000E+00 -0.97789E-08  0.00000E+00 -0.22730E-01  0.00000E+00  0.00000E+00 -0.30771E-07  0.00000E+00 -0.58381E+00 -0.38072E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15227E+01  0.00000E+00  0.75511E-07     88  0.00000E+00      0.000
       3.7501  0.00000E+00  0.00000E+00  0.17637E-07  0.00000E+00 -0.18306E-01  0.00000E+00  0.00000E+00 -0.20971E-07  0.00000E+00 -0.59398E+00 -0.41730E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15126E+01  0.00000E+00  0.85311E-07     89  0.00000E+00      0.000
       4.5836  0.00000E+00  0.00000E+00 -0.34925E-08  0.00000E+00 -0.13955E-01  0.00000E+00  0.00000E+00 -0.23882E-07  0.00000E+00 -0.60561E+00 -0.46640E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.15009E+01  0.00000E+00  0.85311E-07     90  0.00000E+00      0.000
       5.4170  0.00000E+00  0.00000E+00 -0.19936E-07  0.00000E+00 -0.10982E-01  0.00000E+00  0.00000E+00 -0.40497E-07  0.00000E+00 -0.61476E+00 -0.51260E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14918E+01  0.00000E+00  0.85311E-07     91  0.00000E+00      0.000
       6.5627  0.00000E+00  0.00000E+00  0.56607E-08  0.00000E+00 -0.82889E-02  0.00000E+00  0.00000E+00 -0.34012E-07  0.00000E+00 -0.62426E+00 -0.56593E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14823E+01  0.00000E+00  0.91796E-07     92  0.00000E+00      0.000
       7.7085  0.00000E+00  0.00000E+00 -0.14275E-07  0.00000E+00 -0.64488E-02  0.00000E+00  0.00000E+00 -0.50368E-07  0.00000E+00 -0.63165E+00 -0.61447E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14749E+01  0.00000E+00  0.91796E-07     93  0.00000E+00      0.000
      10.0000  0.00000E+00  0.00000E+00 -0.99535E-08  0.00000E+00 -0.43042E-02  0.00000E+00  0.00000E+00 -0.73176E-07  0.00000E+00 -0.64151E+00 -0.69142E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14650E+01  0.00000E+00  0.91796E-07     94  0.00000E+00      0.000
      11.6667  0.00000E+00  0.00000E+00  0.82655E-08  0.00000E+00 -0.32763E-02  0.00000E+00  0.00000E+00 -0.59400E-07  0.00000E+00 -0.64697E+00 -0.73770E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14596E+01  0.00000E+00  0.10557E-06     95  0.00000E+00      0.000
      15.0000  0.00000E+00  0.00000E+00 -0.11678E-08  0.00000E+00 -0.21031E-02  0.00000E+00  0.00000E+00 -0.63293E-07  0.00000E+00 -0.65398E+00 -0.80701E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14526E+01  0.00000E+00  0.10557E-06     96  0.00000E+00      0.000
      17.9745  0.00000E+00  0.00000E+00  0.30377E-08  0.00000E+00 -0.14285E-02  0.00000E+00  0.00000E+00 -0.54257E-07  0.00000E+00 -0.65823E+00 -0.85652E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14483E+01  0.00000E+00  0.11461E-06     97  0.00000E+00      0.000
      21.8414  0.00000E+00  0.00000E+00 -0.30504E-08  0.00000E+00 -0.92609E-03  0.00000E+00  0.00000E+00 -0.66053E-07  0.00000E+00 -0.66181E+00 -0.90132E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14447E+01  0.00000E+00  0.11461E-06     98  0.00000E+00      0.000
      26.8684  0.00000E+00  0.00000E+00  0.15061E-08  0.00000E+00 -0.55731E-03  0.00000E+00  0.00000E+00 -0.58482E-07  0.00000E+00 -0.66461E+00 -0.93767E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14419E+01  0.00000E+00  0.12218E-06     99  0.00000E+00      0.000
      33.4035  0.00000E+00  0.00000E+00  0.47930E-09  0.00000E+00 -0.30931E-03  0.00000E+00  0.00000E+00 -0.55349E-07  0.00000E+00 -0.66664E+00 -0.96508E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14399E+01  0.00000E+00  0.12531E-06    100  0.00000E+00      0.000
      41.7280  0.00000E+00  0.00000E+00 -0.10773E-08  0.00000E+00 -0.14869E-03  0.00000E+00  0.00000E+00 -0.64317E-07  0.00000E+00 -0.66787E+00 -0.98498E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14387E+01  0.00000E+00  0.12531E-06    101  0.00000E+00      0.000
      53.3824  0.00000E+00  0.00000E+00 -0.20277E-08  0.00000E+00 -0.60031E-04  0.00000E+00  0.00000E+00 -0.87949E-07  0.00000E+00 -0.66857E+00 -0.99652E+03  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14380E+01  0.00000E+00  0.12531E-06    102  0.00000E+00      0.000
      68.9216  0.00000E+00  0.00000E+00 -0.23978E-08  0.00000E+00 -0.18913E-04  0.00000E+00  0.00000E+00 -0.12521E-06  0.00000E+00 -0.66887E+00 -0.10020E+04  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14377E+01  0.00000E+00  0.12531E-06    103  0.00000E+00      0.000
      84.4608  0.00000E+00  0.00000E+00  0.74053E-10  0.00000E+00 -0.60634E-05  0.00000E+00  0.00000E+00 -0.12406E-06  0.00000E+00 -0.66896E+00 -0.10039E+04  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14376E+01  0.00000E+00  0.12646E-06    104  0.00000E+00      0.000
     100.0000  0.00000E+00  0.00000E+00  0.20065E-08  0.00000E+00 -0.92357E-06  0.00000E+00  0.00000E+00 -0.92879E-07  0.00000E+00 -0.66898E+00 -0.10044E+04  0.00000E+00 -0.10000E+04  0.00000E+00  0.00000E+00  0.14376E+01  0.00000E+00  0.15764E-06    105  0.00000E+00      0.000
end
